id,title,year,country,runtime,language,certificate,budget,revenue,avg_rating,vote_count,target,cast_count
2413,Roll Bounce,2005,USA,112,English,PG-13,17378977.0,0.0,6.0,5585,0,3.0
2414,Romance & Cigarettes,2005,USA,105,English,R,540085.0,0.0,6.30000019,10052,0,3.0
2415,Sahara,2005,UK,124,English,PG-13,68642452.0,130000000.0,6.0,77673,0,3.0
2416,Saw II,2005,USA,95,English,R,87025093.0,4000000.0,6.5999999,188679,0,3.0
2417,Serenity,2005,USA,119,English,PG-13,25335935.0,40000000.0,8.0,242599,1,3.0
2418,Shopgirl,2005,USA,106,English,R,10281585.0,0.0,6.4000001,21225,0,3.0
2419,Sin City,2005,USA,147,English,R,74098862.0,40000000.0,8.10000038,656640,1,3.0
2420,Sisters in Law,2005,Cameroon,104,English,Not Rated,32631.0,0.0,7.5,291,1,2.0
2421,Sky High,2005,USA,100,English,PG,63939454.0,35000000.0,6.19999981,61321,0,3.0
2422,Slow Burn,2005,USA,93,English,R,1181197.0,15500000.0,5.9000001,3299,0,3.0
2423,Son of the Mask,2005,USA,94,English,PG,17010646.0,84000000.0,2.20000005,40751,0,3.0
2424,Star Wars: Episode III - Revenge of the Sith,2005,USA,140,English,PG-13,380262555.0,113000000.0,7.5999999,520104,1,3.0
2425,Stealth,2005,USA,121,English,PG-13,31704416.0,135000000.0,5.0,45455,0,3.0
2426,Supercross,2005,USA,80,English,PG-13,3101301.0,0.0,4.0,3926,0,3.0
2427,Syriana,2005,USA,128,English,R,50815288.0,50000000.0,7.0,109188,1,3.0
2428,Syriana,2005,USA,128,English,R,50815288.0,50000000.0,7.0,109191,1,3.0
2429,Thank You for Smoking,2005,USA,92,English,R,24792061.0,6500000.0,7.5999999,191998,1,3.0
2430,The 40-Year-Old Virgin,2005,USA,133,English,R,109243478.0,26000000.0,7.0999999,313797,1,3.0
2431,The Adventures of Sharkboy and Lavagirl 3-D,2005,USA,93,English,PG,39177541.0,50000000.0,3.5,20310,0,3.0
2432,The Amityville Horror,2005,USA,90,English,R,64255243.0,19000000.0,6.0,80903,0,3.0
2433,The Ballad of Jack and Rose,2005,USA,112,English,R,712294.0,1500000.0,6.69999981,9408,0,3.0
2434,The Blood of My Brother,2005,USA,90,English,,0.0,120000.0,6.5999999,102,0,0.0
2435,The Brothers Grimm,2005,USA,118,English,PG-13,37899638.0,88000000.0,5.9000001,98472,0,3.0
2436,The Californians,2005,USA,87,English,PG,0.0,0.0,5.0,299,0,3.0
2437,The Call of Cthulhu,2005,USA,47,English,,0.0,50000.0,7.30000019,6261,1,3.0
2438,The Cave,2005,USA,93,English,PG-13,14888028.0,30000000.0,5.0999999,28606,0,3.0
2439,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005,USA,150,English,PG,291709845.0,180000000.0,6.9000001,286506,0,3.0
2440,The Chumscrubber,2005,USA,108,English,R,49526.0,6800000.0,7.0,16299,1,3.0
2441,The Constant Gardener,2005,UK,129,English,R,33565375.0,15000000.0,7.5,111351,1,3.0
2442,The Curse of the Were-Rabbit,2005,UK,85,English,G,56068547.0,30000000.0,7.5,98160,1,3.0
2443,The Dark Hours,2005,Canada,80,English,R,0.0,500000.0,6.0999999,4788,0,3.0
2444,The Descent,2005,UK,100,English,R,26005908.0,3500000.0,7.19999981,154938,1,3.0
2445,The Devil's Rejects,2005,USA,109,English,R,16901126.0,7000000.0,6.9000001,76267,0,3.0
2446,The Dukes of Hazzard,2005,USA,107,English,PG-13,80270227.0,50000000.0,5.0999999,66382,0,3.0
2447,The Exorcism of Emily Rose,2005,USA,122,English,PG-13,75072454.0,20000000.0,6.69999981,96569,0,3.0
2448,The Family Stone,2005,USA,103,English,PG-13,6061759.0,17000000.0,6.30000019,49077,0,3.0
2449,The Game of Their Lives,2005,USA,101,English,PG,375474.0,20000000.0,6.19999981,2613,0,3.0
2450,The Great Raid,2005,USA,132,Filipino,R,10166502.0,80000000.0,6.69999981,18209,0,3.0
2451,The Greatest Game Ever Played,2005,USA,120,English,PG,15331289.0,0.0,7.5,22289,1,3.0
2452,The Helix... Loaded,2005,USA,97,English,R,0.0,1000000.0,1.89999998,534,0,3.0
2453,The Hitchhiker's Guide to the Galaxy,2005,USA,109,English,PG,51019112.0,50000000.0,6.80000019,155745,0,3.0
2454,The Interpreter,2005,UK,128,Aboriginal,PG-13,72515360.0,80000000.0,6.4000001,86152,0,3.0
2455,The Island,2005,USA,136,English,PG-13,35799026.0,126000000.0,6.9000001,263329,0,3.0
2456,The Island,2005,USA,136,English,PG-13,35799026.0,126000000.0,6.9000001,263336,0,3.0
2457,The Jacket,2005,USA,94,English,R,6301131.0,29000000.0,7.0999999,92850,1,3.0
2458,The Legend of Zorro,2005,USA,129,Spanish,PG,45356386.0,75000000.0,5.9000001,71574,0,3.0
2459,The Longest Yard,2005,USA,113,English,PG-13,158115031.0,82000000.0,6.4000001,130070,0,3.0
2460,The Lost City,2005,USA,144,English,R,2483955.0,9600000.0,6.69999981,8369,0,3.0
2461,The Man,2005,Germany,83,English,PG-13,8326035.0,33000000.0,5.5,21933,0,3.0
2462,The Matador,2005,USA,96,English,R,12570442.0,10000000.0,6.80000019,40514,0,3.0
2463,The Mongol King,2005,USA,84,English,PG-13,0.0,3250.0,7.80000019,36,1,3.0
2464,The Motel,2005,USA,75,Cantonese,,47111.0,0.0,6.80000019,1227,0,3.0
2465,The New World,2005,USA,150,English,PG-13,12712093.0,30000000.0,6.69999981,70771,0,3.0
2466,The Pacifier,2005,Canada,95,English,PG,113006880.0,56000000.0,5.5,66308,0,3.0
2467,The Perfect Man,2005,USA,100,English,PG,16247775.0,25000000.0,5.5,23527,0,3.0
2468,The Producers,2005,USA,134,English,PG-13,19377727.0,45000000.0,6.4000001,35140,0,3.0
2469,The Promise,2005,China,103,Mandarin,PG-13,668171.0,60000000.0,5.5999999,8215,0,3.0
2470,The Proposition,2005,Australia,104,English,R,1900725.0,2000000.0,7.4000001,43205,1,3.0
2471,The Protector,2005,Thailand,111,Thai,R,11905519.0,200000000.0,7.0999999,30210,1,3.0
2472,The Puffy Chair,2005,USA,85,English,R,192467.0,15000.0,6.5999999,4067,0,3.0
2473,The Quiet,2005,USA,91,English,R,381186.0,900000.0,6.4000001,13485,0,3.0
2474,The Ring Two,2005,USA,128,English,PG-13,75888270.0,0.0,5.4000001,71153,0,3.0
2475,The Rocket: The Legend of Rocket Richard,2005,Canada,124,French,PG,0.0,8000000.0,7.69999981,4412,1,3.0
2476,The Salon,2005,USA,90,English,PG-13,92362.0,1500000.0,4.30000019,444,0,3.0
2477,The Sisterhood of the Traveling Pants,2005,USA,119,English,PG,39008741.0,25000000.0,6.5999999,44838,0,3.0
2478,The Skeleton Key,2005,USA,104,English,PG-13,47806295.0,43000000.0,6.5,87447,0,3.0
2479,The Squid and the Whale,2005,USA,88,English,R,7362100.0,1500000.0,7.4000001,60295,1,3.0
2480,The Upside of Anger,2005,USA,118,English,R,18761993.0,9000000.0,6.9000001,19007,0,3.0
2481,The Weather Man,2005,USA,102,English,R,12469811.0,22000000.0,6.5999999,69172,0,3.0
2482,The Wedding Date,2005,USA,90,English,PG-13,31585300.0,15000000.0,6.0999999,38248,0,3.0
2483,The Wendell Baker Story,2005,USA,99,English,PG-13,127144.0,8000000.0,5.5,5159,0,3.0
2484,The White Countess,2005,UK,135,English,PG-13,1666262.0,16000000.0,6.69999981,5321,0,3.0
2485,The Work and the Glory II: American Zion,2005,USA,100,English,PG-13,2024854.0,6500000.0,6.5999999,564,0,3.0
2486,The World's Fastest Indian,2005,New Zealand,127,English,PG-13,5128124.0,25000000.0,7.9000001,44198,1,3.0
2487,Three Burials,2005,France,107,English,R,5023275.0,15000000.0,7.5,34194,1,3.0
2488,Thumbsucker,2005,USA,96,English,R,1325073.0,4000000.0,6.5999999,18762,0,3.0
2489,Transamerica,2005,USA,103,English,R,9013113.0,1000000.0,7.4000001,36321,1,3.0
2490,Transporter 2,2005,France,87,English,PG-13,43095600.0,32000000.0,6.30000019,156267,0,3.0
2491,Tristram Shandy: A Cock and Bull Story,2005,UK,94,English,R,1247453.0,2800000.0,6.80000019,11202,0,3.0
2492,Trust the Man,2005,USA,103,English,R,1530535.0,9000000.0,5.69999981,7833,0,3.0
2493,Tsotsi,2005,UK,94,Zulu,R,2912363.0,3000000.0,7.30000019,25063,1,3.0
2494,Underclassman,2005,USA,95,English,PG-13,5654777.0,25000000.0,4.0999999,4875,0,3.0
2495,Undiscovered,2005,Germany,97,English,PG-13,1046166.0,9000000.0,4.19999981,2599,0,3.0
2496,Unleashed,2005,France,103,English,R,24520892.0,45000000.0,7.0,85198,1,3.0
2497,V for Vendetta,2005,USA,132,English,R,70496802.0,54000000.0,8.19999981,791783,1,3.0
2498,Valiant,2005,UK,76,English,G,19447478.0,35000000.0,5.5999999,15788,0,3.0
2499,Wah-Wah,2005,UK,97,English,R,233103.0,7000000.0,6.9000001,2670,0,3.0
2500,Waiting...,2005,USA,94,English,R,16101109.0,3000000.0,6.80000019,76467,0,3.0
2501,Wal-Mart: The High Cost of Low Price,2005,USA,20,English,Not Rated,0.0,1500000.0,6.80000019,4120,0,3.0
2502,Walk the Line,2005,USA,153,English,PG-13,119518352.0,28000000.0,7.9000001,188637,1,3.0
2503,War of the Worlds,2005,USA,116,English,PG-13,234277056.0,132000000.0,6.5,334345,0,3.0
2504,Water,2005,Canada,117,Hindi,PG-13,3222857.0,0.0,7.80000019,12560,1,3.0
2505,Where the Truth Lies,2005,Canada,107,English,R,871527.0,25000000.0,6.5,14982,0,3.0
2506,White Noise,2005,UK,101,English,PG-13,55865715.0,10000000.0,5.5,41763,0,3.0
2507,Winter Passing,2005,USA,98,English,R,101228.0,3500000.0,6.4000001,7228,0,3.0
2508,xXx: State of the Union,2005,USA,101,English,PG-13,26082914.0,87000000.0,4.30000019,51349,0,3.0
2509,Zathura: A Space Adventure,2005,USA,101,English,PG,28045540.0,65000000.0,6.0999999,67707,0,3.0
2510,10th & Wolf,2006,USA,107,English,R,53481.0,8000000.0,6.4000001,5557,0,3.0
2511,16 Blocks,2006,Germany,102,English,PG-13,36883539.0,52000000.0,6.5999999,112769,0,3.0
2512,300,2006,USA,117,English,R,210592590.0,65000000.0,7.69999981,607235,1,3.0
2513,A Good Year,2006,USA,117,English,PG-13,7458269.0,35000000.0,6.9000001,70698,0,3.0
2514,A Prairie Home Companion,2006,USA,105,English,PG-13,20338609.0,10000000.0,6.80000019,19655,0,3.0
2515,A Scanner Darkly,2006,USA,100,English,R,5480996.0,8700000.0,7.0999999,89383,1,3.0
2516,Akeelah and the Bee,2006,USA,112,English,PG,18811135.0,0.0,7.5,15337,1,3.0
2517,Alex Rider: Operation Stormbreaker,2006,Germany,93,English,PG,652526.0,40000000.0,5.0999999,20201,0,3.0
2518,All the Boys Love Mandy Lane,2006,USA,90,English,R,0.0,750000.0,5.5999999,25951,0,3.0
2519,All the King's Men,2006,Germany,128,English,PG-13,7221458.0,55000000.0,6.19999981,20740,0,3.0
2520,Alone with Her,2006,USA,78,English,Not Rated,10018.0,1000000.0,6.0999999,3228,0,3.0
2521,American Dreamz,2006,USA,107,English,PG-13,7156725.0,19000000.0,5.5,22639,0,3.0
2522,An Inconvenient Truth,2006,USA,96,English,PG,23808111.0,0.0,7.5,67654,1,2.0
2523,Apocalypto,2006,USA,139,Maya,R,50859889.0,40000000.0,7.80000019,236000,1,3.0
2524,Aquamarine,2006,USA,104,English,PG,18595716.0,12000000.0,5.30000019,30462,0,3.0
2525,Arthur and the Invisibles,2006,France,94,English,PG,15131330.0,86000000.0,6.0,25843,0,3.0
2526,ATL,2006,USA,105,English,PG-13,21160089.0,0.0,6.0,8522,0,3.0
2527,Babel,2006,France,143,English,R,34300771.0,25000000.0,7.5,243799,1,3.0
2528,Bandidas,2006,France,93,English,PG-13,0.0,32000000.0,5.69999981,28848,0,3.0
2529,Barnyard,2006,Germany,90,English,PG,72601713.0,51000000.0,5.5999999,21396,0,3.0
2530,Basic Instinct 2,2006,UK,116,English,R,5851188.0,70000000.0,4.19999981,31124,0,3.0
2531,Beer League,2006,USA,86,English,R,475000.0,2800000.0,6.0,6930,0,3.0
2532,Beerfest,2006,USA,110,English,R,19179969.0,17500000.0,6.30000019,54710,0,3.0
2533,Bella,2006,USA,91,English,PG-13,8108247.0,3300000.0,7.4000001,9607,1,3.0
2534,Big Momma's House 2,2006,USA,99,English,PG-13,70163652.0,40000000.0,4.5999999,31968,0,3.0
2535,Black Book,2006,Netherlands,145,Dutch,R,4398392.0,21000000.0,7.80000019,59507,1,3.0
2536,Black Christmas,2006,USA,94,English,R,16235293.0,9000000.0,4.5,19918,0,3.0
2537,Black Snake Moan,2006,USA,116,English,R,9396487.0,15000000.0,7.0,52421,1,3.0
2538,Blood Diamond,2006,Germany,143,English,R,57366262.0,100000000.0,8.0,400292,1,3.0
2539,Bobby,2006,USA,112,English,R,11204499.0,14000000.0,7.0,38142,1,3.0
2540,Bon Cop Bad Cop,2006,Canada,116,English,R,0.0,8000000.0,7.0,8616,1,3.0
2541,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006,USA,82,English,R,128505958.0,18000000.0,7.30000019,297014,1,3.0
2542,Captain Alatriste: The Spanish Musketeer,2006,Spain,145,Spanish,,0.0,24000000.0,6.0999999,10266,0,3.0
2543,Cars,2006,USA,117,English,G,244052771.0,120000000.0,7.19999981,263853,1,3.0
2544,Casino Royale,2006,UK,144,English,PG-13,167007184.0,150000000.0,8.0,470483,1,3.0
2545,Casino Royale,2006,UK,144,English,PG-13,167007184.0,150000000.0,8.0,470501,1,3.0
2546,Catch a Fire,2006,France,98,English,PG-13,4291965.0,14000000.0,6.69999981,9334,0,3.0
2547,Charlotte's Web,2006,USA,97,English,G,82506325.0,0.0,6.4000001,27838,0,3.0
2548,Children of Men,2006,USA,109,English,R,35286428.0,76000000.0,7.9000001,361767,1,3.0
2549,Clerks II,2006,USA,97,English,R,24138847.0,5000000.0,7.4000001,114797,1,3.0
2550,Click,2006,USA,107,English,PG-13,137340146.0,70000000.0,6.4000001,246492,0,3.0
2551,Come Early Morning,2006,USA,97,English,R,117560.0,6000000.0,6.19999981,2330,0,3.0
2552,Copying Beethoven,2006,USA,104,English,PG-13,352786.0,11000000.0,6.80000019,11132,0,3.0
2553,Crank,2006,USA,93,English,R,27829874.0,12000000.0,7.0,196422,1,3.0
2554,Crazy Stone,2006,China,98,Mandarin,,0.0,3000000.0,7.69999981,2097,1,3.0
2555,Crossover,2006,USA,95,English,PG-13,7009668.0,5600000.0,2.0999999,8707,0,3.0
2556,Curious George,2006,USA,78,English,G,58336565.0,50000000.0,6.5999999,12845,0,3.0
2557,Curse of the Golden Flower,2006,China,114,Mandarin,R,6565495.0,45000000.0,7.0,36455,1,3.0
2558,Date Movie,2006,USA,85,English,PG-13,48546578.0,20000000.0,2.70000005,50415,0,3.0
2559,Deck the Halls,2006,USA,93,English,PG,35092918.0,0.0,4.9000001,15740,0,3.0
2560,DOA: Dead or Alive,2006,USA,87,English,PG-13,480314.0,21000000.0,4.80000019,38503,0,3.0
2561,Doogal,2006,USA,77,English,G,7382993.0,20000000.0,2.79999995,3851,0,3.0
2562,Dreamgirls,2006,USA,130,English,PG-13,103338338.0,70000000.0,6.5,55901,0,3.0
2563,Driving Lessons,2006,UK,98,English,PG-13,238774.0,0.0,6.80000019,9611,0,3.0
2564,Eight Below,2006,USA,120,English,PG,81593527.0,40000000.0,7.30000019,48806,1,3.0
2565,Employee of the Month,2006,USA,103,English,PG-13,28435406.0,12000000.0,5.5,37681,0,3.0
2566,Eragon,2006,USA,104,English,PG,75030163.0,100000000.0,5.0999999,108076,0,3.0
2567,Exiled,2006,Hong Kong,110,Cantonese,R,49413.0,35000000.0,7.30000019,6919,1,3.0
2568,Eye of the Dolphin,2006,USA,100,English,PG-13,71904.0,2500000.0,5.69999981,806,0,3.0
2569,Facing the Giants,2006,USA,111,English,PG,10174663.0,100000.0,6.69999981,12399,0,3.0
2570,Factory Girl,2006,USA,99,English,R,1654367.0,7000000.0,6.4000001,18355,0,3.0
2571,Failure to Launch,2006,USA,95,English,PG-13,88658172.0,50000000.0,5.5999999,58412,0,3.0
2572,Faith Like Potatoes,2006,South Africa,116,Zulu,PG,0.0,10000000.0,6.9000001,2050,0,3.0
2573,Farce of the Penguins,2006,USA,80,English,R,0.0,0.0,4.19999981,4322,0,3.0
2574,Fido,2006,Canada,93,English,R,298110.0,8000000.0,6.80000019,25055,0,3.0
2575,Final Destination 3,2006,Germany,86,English,R,54098051.0,25000000.0,5.80000019,102861,0,3.0
2576,Find Me Guilty,2006,Germany,125,English,R,1172769.0,13000000.0,7.0999999,28068,1,3.0
2577,Firewall,2006,USA,105,English,PG-13,48745150.0,50000000.0,5.80000019,50170,0,3.0
2578,Flags of Our Fathers,2006,USA,135,English,R,33574332.0,90000000.0,7.0999999,101221,1,3.0
2579,Flicka,2006,USA,95,English,PG,20998709.0,15000000.0,6.19999981,6095,0,3.0
2580,Flushed Away,2006,UK,85,English,PG,64459316.0,149000000.0,6.69999981,85086,0,3.0
2581,Flyboys,2006,UK,140,English,PG-13,13082288.0,60000000.0,6.5999999,35565,0,3.0
2582,For Your Consideration,2006,USA,86,English,PG-13,5542025.0,12000000.0,6.30000019,12197,0,3.0
2583,Friends with Money,2006,USA,88,English,R,13367101.0,6500000.0,5.9000001,19715,0,3.0
2584,Fur: An Imaginary Portrait of Diane Arbus,2006,USA,122,English,R,220914.0,16800000.0,6.5,13239,0,3.0
2585,Garfield 2,2006,UK,86,English,PG,28424210.0,0.0,5.0,27517,0,3.0
2586,Glory Road,2006,USA,118,English,PG,42643187.0,0.0,7.19999981,34910,1,3.0
2587,Grandma's Boy,2006,USA,90,English,R,6088249.0,0.0,7.0,67853,1,3.0
2588,Gridiron Gang,2006,USA,125,English,PG-13,38432823.0,30000000.0,6.9000001,33067,0,3.0
2589,Half Nelson,2006,USA,106,English,R,2694973.0,700000.0,7.19999981,70885,1,3.0
2590,Happily N'Ever After,2006,USA,75,English,PG,15519841.0,47000000.0,4.5,8693,0,3.0
2591,Happy Feet,2006,USA,108,English,PG,197992827.0,100000000.0,6.5,132501,0,3.0
2592,Hatchet,2006,USA,93,English,R,0.0,1500000.0,5.69999981,23349,0,3.0
2593,Hoot,2006,USA,91,English,PG,8080116.0,15000000.0,5.5999999,6562,0,3.0
2594,I Served the King of England,2006,Czech Republic,113,Czech,R,617228.0,84450000.0,7.4000001,6183,1,3.0
2595,I Want Someone to Eat Cheese With,2006,USA,80,English,R,194568.0,1500000.0,6.19999981,2963,0,3.0
2596,Ice Age: The Meltdown,2006,USA,115,English,PG,195329763.0,80000000.0,6.9000001,194249,0,3.0
2597,Idiocracy,2006,USA,84,English,R,438653.0,0.0,6.5999999,108052,0,3.0
2598,Idlewild,2006,USA,121,English,R,12549485.0,15000000.0,6.19999981,4603,0,3.0
2599,In Her Line of Fire,2006,Germany,88,English,R,721.0,1000000.0,4.0999999,783,0,3.0
2600,Infamous,2006,USA,118,English,R,1150403.0,13000000.0,7.0999999,14143,1,3.0
2601,Inside Man,2006,USA,129,English,R,88504640.0,45000000.0,7.5999999,273108,1,3.0
2602,Ira & Abby,2006,USA,101,English,R,220234.0,3500000.0,6.5,1950,0,3.0
2603,Iraq for Sale: The War Profiteers,2006,USA,75,English,,0.0,750000.0,7.69999981,1477,1,3.0
2604,Jackass Number Two,2006,USA,92,English,R,72755517.0,0.0,7.0999999,56595,1,3.0
2605,Jimmy and Judy,2006,USA,99,English,R,0.0,1000000.0,6.19999981,1420,0,3.0
2606,Jindabyne,2006,Australia,118,English,R,399879.0,15000000.0,6.4000001,5772,0,3.0
2607,Journey from the Fall,2006,USA,135,Vietnamese,R,638951.0,1592000.0,7.4000001,775,1,3.0
2608,Just My Luck,2006,USA,103,English,PG-13,17324744.0,28000000.0,5.30000019,44103,0,3.0
2609,Kabhi Alvida Naa Kehna,2006,India,193,Hindi,R,3275443.0,700000000.0,6.0,13998,0,3.0
2610,Keeping Up with the Steins,2006,USA,90,English,PG-13,4328294.0,0.0,5.4000001,2719,0,3.0
2611,Krrish,2006,India,168,Hindi,Not Rated,0.0,10000000.0,6.30000019,12411,0,3.0
2612,Lady in the Water,2006,USA,110,English,PG-13,42272747.0,70000000.0,5.5999999,78635,0,3.0
2613,Lage Raho Munna Bhai,2006,India,144,Hindi,PG-13,0.0,120000000.0,8.19999981,27569,1,3.0
2614,Lake of Fire,2006,USA,152,English,Unrated,23807.0,0.0,8.30000019,2143,1,3.0
2615,Larry the Cable Guy: Health Inspector,2006,USA,89,English,PG-13,15655665.0,4000000.0,3.0999999,9104,0,3.0
2616,Last Holiday,2006,USA,112,English,PG-13,38360195.0,45000000.0,6.4000001,21215,0,3.0
2617,Let's Go to Prison,2006,USA,90,English,R,4613815.0,0.0,6.0,19622,0,3.0
2618,Letters from Iwo Jima,2006,USA,141,Japanese,R,13753931.0,19000000.0,7.9000001,132149,1,3.0
2619,Little Big Top,2006,USA,83,English,,0.0,240000.0,6.5,110,0,3.0
2620,Little Children,2006,USA,137,English,R,5459824.0,26000000.0,7.5999999,92781,1,3.0
2621,Little Miss Sunshine,2006,USA,101,English,R,59889948.0,8000000.0,7.9000001,355810,1,3.0
2622,Littleman,2006,USA,98,English,PG-13,58255287.0,64000000.0,4.30000019,39471,0,3.0
2623,London to Brighton,2006,UK,85,English,R,0.0,500000.0,7.0,7308,1,3.0
2624,Love's Abiding Joy,2006,USA,87,,PG,252726.0,3000000.0,7.19999981,1289,1,3.0
2625,Loving Annabelle,2006,USA,76,English,Not Rated,0.0,1000000.0,6.69999981,9190,0,3.0
2626,Lucky Number Slevin,2006,Germany,110,English,R,22494487.0,27000000.0,7.80000019,262153,1,3.0
2627,Lucky Number Slevin,2006,Germany,110,English,R,22494487.0,27000000.0,7.80000019,262160,1,3.0
2628,Madea's Family Reunion,2006,USA,107,English,PG-13,63231524.0,6000000.0,5.0,8962,0,3.0
2629,Man of the Year,2006,USA,115,English,PG-13,37442180.0,20000000.0,6.19999981,28005,0,3.0
2630,Marie Antoinette,2006,USA,123,English,PG-13,15962471.0,40000000.0,6.4000001,79892,0,3.0
2631,Miss Potter,2006,UK,88,English,PG,2975649.0,30000000.0,7.0,23864,1,3.0
2632,Mission: Impossible III,2006,USA,124,English,PG-13,133382309.0,150000000.0,6.9000001,256695,0,3.0
2633,Monster House,2006,USA,91,English,PG,73661010.0,75000000.0,6.5999999,71137,0,3.0
2634,My Super Ex-Girlfriend,2006,USA,95,English,PG-13,22526144.0,30000000.0,5.0999999,53884,0,3.0
2635,Nacho Libre,2006,Germany,92,English,PG,80197993.0,32000000.0,5.69999981,65551,0,3.0
2636,Night at the Museum,2006,USA,108,English,PG,250863268.0,110000000.0,6.4000001,234480,0,3.0
2637,Notes on a Scandal,2006,UK,92,English,R,17508670.0,15000000.0,7.4000001,64625,1,3.0
2638,Old Joy,2006,USA,76,English,Unrated,255352.0,300000.0,6.69999981,4423,0,3.0
2639,Once in a Lifetime: The Extraordinary Story of the New York Cosmos,2006,UK,97,English,PG-13,144431.0,1000000.0,7.30000019,1290,1,3.0
2640,One Night with the King,2006,USA,123,English,PG,13391174.0,20000000.0,6.30000019,5796,0,3.0
2641,One to Another,2006,France,95,French,Unrated,18435.0,1400000.0,5.80000019,1010,0,3.0
2642,Opal Dream,2006,Australia,86,English,PG,13751.0,11400000.0,6.5999999,813,0,3.0
2643,Open Season,2006,USA,83,English,PG,84303558.0,85000000.0,6.19999981,65270,0,3.0
2644,Out of the Blue,2006,New Zealand,100,English,,728.0,0.0,7.30000019,2776,1,3.0
2645,Over the Hedge,2006,USA,83,English,PG,155019340.0,80000000.0,6.80000019,127345,0,3.0
2646,Pan's Labyrinth,2006,Spain,112,Spanish,R,37623143.0,13500000.0,8.19999981,467234,1,3.0
2647,"Paris, je t'aime",2006,France,120,French,R,4857376.0,13000000.0,7.30000019,63084,1,3.0
2648,Peaceful Warrior,2006,Germany,120,English,PG-13,1055654.0,10000000.0,7.30000019,20426,1,3.0
2649,Perfume: The Story of a Murderer,2006,Germany,147,English,R,2208939.0,50000000.0,7.5,190490,1,3.0
2650,Phat Girlz,2006,USA,99,English,PG-13,7059537.0,3000000.0,3.0,8279,0,3.0
2651,Pirates of the Caribbean: Dead Man's Chest,2006,USA,151,English,PG-13,423032628.0,225000000.0,7.30000019,522040,1,3.0
2652,Poseidon,2006,USA,98,English,PG-13,60655503.0,160000000.0,5.5999999,82380,0,3.0
2653,Poultrygeist: Night of the Chicken Dead,2006,USA,103,English,Unrated,23000.0,500000.0,6.19999981,5931,0,3.0
2654,Pulse,2006,USA,90,English,PG-13,20259297.0,20000000.0,4.69999981,24969,0,3.0
